author_name,birth_date,death_date,author_date,biography,photo,ol_key,created_by,created_at,last_modified_by,last_modified_at,revision
"Larry Niven","April 30, 1938",null,null,"Laurence van Cott Niven — known as Larry Niven — is an American science fiction writer. His best-known work is Ringworld (1970), which received Hugo, Locus, Ditmar, and Nebula awards. The Science Fiction Writers of America named him the 2015 recipient of the Damon Knight Memorial Grand Master Award. His work is primarily hard science fiction, using big science concepts and theoretical physics. It also often includes elements of detective fiction and adventure stories. His fantasy includes the series The Magic Goes Away, rational fantasy dealing with magic as a non-renewable resource.    Niven was born in Los Angeles. He briefly attended the California Institute of Technology and graduated with a Bachelor of Arts in mathematics (with a minor in psychology) from Washburn University, Topeka, Kansas, in 1962. He did a year of graduate work in mathematics at the University of California at Los Angeles. On September 6, 1969, he married Marilyn Joyce 'Fuzzy Pink' Wisowaty, a science fiction and Regency literature fan. He is an agnostic.    Source: Wikipedia","7399009","/authors/OL33881A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Anthony Burgess","25 February 1917","22 November 1993",null,"John Anthony Burgess Wilson, who published under the name Anthony Burgess, was an English writer and composer.    Although Burgess was primarily a comic writer, his dystopian satire *A Clockwork Orange* remains his best-known novel. In 1971, it was adapted into a controversial film by Stanley Kubrick, which Burgess said was chiefly responsible for the popularity of the book. Burgess produced numerous other novels, including the Enderby quartet, and Earthly Powers. He wrote librettos and screenplays, including the 1977 television mini-series Jesus of Nazareth. He worked as a literary critic for several publications, including The Observer and The Guardian, and wrote studies of classic writers, notably James Joyce. A versatile linguist, Burgess lectured in phonetics, and translated Cyrano de Bergerac, Oedipus Rex, and the opera Carmen, among others.    Burgess also composed over 250 musical works; he considered himself as much a composer as an author, although he achieved considerably more success in writing.","7277111","/authors/OL142238A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Anita Jeram","1965",null,null,null,null,"/authors/OL222412A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Casey McQuiston",null,null,null,null,null,"/authors/OL7620131A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Kenneth Grahame","1859","1932",null,null,"7277967","/authors/OL23761A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Lalla Ward Richard Dawkins",null,null,null,null,null,"/authors/OL10817305A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Gene Kim","1971",null,null,"Gene Kim is a multiple award-winning CTO, researcher and author, and has been studying high-performing technology organizations since 1999. He was founder and CTO of Tripwire for 13 years. He has written six books, including The Unicorn Project (2019), The Phoenix Project (2013), The DevOps Handbook (2016), the Shingo Publication Award winning Accelerate (2018), and The Visible Ops Handbook (2004-2006) series. Since 2014, he has been the founder and organizer of the DevOps Enterprise Summit, studying the technology transformations of large, complex organizations.    Source: https://itrevolution.com/faculty/gene-kim/","12044275","/authors/OL3030720A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Oliver Sacks","9 July 1933","2015",null,"Oliver Sacks, M.D. was a physician, a best-selling author, and a professor of neurology at the NYU School of Medicine. The New York Times has referred to him as “the poet laureate of medicine.”    He is best known for his collections of neurological case histories, including The Man who Mistook his Wife for a Hat, Musicophilia: Tales of Music and the Brain and An Anthropologist on Mars. Awakenings, his book about a group of patients who had survived the great encephalitis lethargica epidemic of the early twentieth century, inspired the 1990 Academy Award-nominated feature film starring Robert De Niro and Robin Williams.    Dr. Sacks was a frequent contributor to the New Yorker and the New York Review of Books.    ([source][1])        [1]: https://www.oliversacks.com/about-oliver-sacks/","8186972","/authors/OL217344A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Amy Tan","1952",null,null,null,"6288131","/authors/OL220796A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Vernor Vinge","2 October 1944","20 March 2024",null,"A retired San Diego State University Professor  of Mathematics, computer scientist, and science fiction author.","14418234","/authors/OL2751197A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Laura Nowlin",null,null,null,null,null,"/authors/OL7512907A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Robert A. Heinlein","7 July 1907","8 May 1988",null,"Robert Anson Heinlein was an American science fiction writer. Often called 'the dean of science fiction writers', he was one of the most popular, influential, and controversial authors of the genre. He set a high standard for science and engineering plausibility and helped to raise the genre's standards of literary quality. He was one of the first writers to break into mainstream, general magazines such as The Saturday Evening Post, in the late 1940s, with unvarnished science fiction. He was among the first authors of bestselling, novel-length science fiction in the modern, mass-market era. For many years, Heinlein, Isaac Asimov, and Arthur C. Clarke were known as the 'Big Three' of science fiction. ([Source](http://en.wikipedia.org/wiki/Robert_A._Heinlein).)","5544365","/authors/OL28641A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Lemony Snicket",null,null,null,"Lemony Snicket is the legal nom de plume of American novelist Daniel Handler (born February 28, 1970). Snicket is the author of several children's books, serving as the narrator of *A Series of Unfortunate Events* (his best known work) and appearing as a character within the series. Because of this, Lemony Snicket is both a fictional character and a real person.    Handler was born in San Francisco, California. He attended Commodore Sloat Elementary, Herbert Hoover Middle School and Lowell High School. Handler graduated from Wesleyan University in 1992. He is an alumnus of the San Francisco Boys Chorus.    Handler is married to Lisa Brown, a graphic artist that he met in college.They have a son, Otto, who was born around Halloween 2003. They live in an old Victorian house in San Francisco. Handler's mother is retired City College of San Francisco Dean, Sandra Handler, and his father, Louis Handler, is an accountant. He also has a younger sister, Rebecca Handler.","12687139","/authors/OL20588A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Taylor Jenkins Reid","1983",null,null,"Taylor Jenkins Reid is the author of the New York Times Bestselling novels *Carrie Soto Is Back*, *Malibu Rising*, *Daisy Jones and The Six* and *The Seven Husbands of Evelyn Hugo*, as well as *One True Loves*, *Maybe in Another Life*, *After I Do*, and *Forever, Interrupted*. Her books have been chosen by Reese’s Book Club, Read with Jenna, Indie Next, Best of Amazon, and Book of the Month. Her novel, *Daisy Jones and The Six*, is now a limited series on Amazon Prime. She lives in Los Angeles.","12925659","/authors/OL7290222A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Donna Tartt","1963",null,null,"an American author","6619266","/authors/OL841112A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Gu Lingfei",null,null,null,null,null,"/authors/OL12751471A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Various",null,null,null,null,null,"/authors/OL2628053A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"George R. R. Martin","September 20, 1948",null,null,"George Raymond Richard Martin (born September 20, 1948), sometimes referred to as GRRM, is an American author and screenwriter of fantasy, horror, and science fiction. He is best known for his ongoing *A Song of Ice and Fire* series of epic fantasy novels.    Critics have described Martin's work as dark and cynical. His first novel, Dying of the Light, set the tone for most of his future work; it is set on a mostly abandoned planet that is slowly becoming uninhabitable as it moves away from its sun. This story, and many of Martin's others, have a strong sense of melancholy. His characters are often unhappy, or at least unsatisfied - trying to stay idealistic in a ruthless world. Many have elements of tragic heroes in them. Reviewer T. M. Wagner writes, 'Let it never be said Martin doesn't share Shakespeare's fondness for the senselessly tragic.' This gloominess can be an obstacle for some readers. The Inchoatus Group writes, 'If this absence of joy is going to trouble you, or you’re looking for something more affirming, then you should probably seek elsewhere.'    ([Source][1])        [1]: http://en.wikipedia.org/wiki/George_R._R._Martin","6387401","/authors/OL234664A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Leigh Bardugo","6 Apr 1975",null,null,"Leigh was born in Jerusalem, grew up in Southern California, and graduated from Yale University. These days she lives and writes in Los Angeles.   ([source][1])        [1]: https://www.leighbardugo.com/about/","8758343","/authors/OL7032054A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Blake Masters",null,null,null,null,null,"/authors/OL7231336A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Kira Breed-Wrisley Scott Cawthon",null,null,null,null,null,"/authors/OL8594750A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"John Boyne","1971",null,null,null,null,"/authors/OL1432532A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jean-François Ménard",null,null,null,null,null,"/authors/OL3114120A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Kira Breed-Wrisley",null,null,null,null,null,"/authors/OL10348559A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Stephen King","September 21, 1947",null,null,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, crime, science-fiction, and fantasy novels. His books have sold more than 350 million copies, and many have been adapted into films, television series, miniseries, and comic books. King has published 63 novels, including seven under the pen name Richard Bachman, and five non-fiction books. He has also written approximately 200 short stories, most of which have been published in book collections.    King has received Bram Stoker Awards, World Fantasy Awards, and British Fantasy Society Awards. In 2003, the National Book Foundation awarded him the Medal for Distinguished Contribution to American Letters. He has also received awards for his contribution to literature for his entire bibliography, such as the 2004 World Fantasy Award for Life Achievement and the 2007 Grand Master Award from the Mystery Writers of America. In 2015, he was awarded with a National Medal of Arts from the U.S. National Endowment for the Arts for his contributions to literature. He has been described as the 'King of Horror', a play on his surname and a reference to his high standing in pop culture.","7127409","/authors/OL19981A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Kira Breed-Wrisley",null,null,null,null,null,"/authors/OL7488901A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Alan Moore","18 November 1953",null,null,"British comic book writer","11606324","/authors/OL440715A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"A. P. J. Abdul Kalam","1931",null,null,null,null,"/authors/OL101656A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Daniel Kahneman","March 5, 1934","2024",null,"Israeli-American psychologist and economist notable for his work on the psychology of judgment and decision-making, as well as behavioral economics.","7292667","/authors/OL2066695A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Kiera Cass","19 May 1981",null,null,"American writer of young-adult speculative fiction","7284837","/authors/OL6788551A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Brianna Wiest",null,null,null,null,"12986913","/authors/OL8946931A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Dale Carnegie","November 24, 1888","November 1, 1955",null,"Dale Harbison Carnegie was an American writer and lecturer and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking, and interpersonal skills.  Source: wikipedia","9160344","/authors/OL107569A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"James S. A. Corey",null,null,null,"James S.A. Corey is the pen name used by collaborators [Daniel Abraham](https://openlibrary.org/authors/OL1427729A/Daniel_Abraham) and [Ty Franck](https://openlibrary.org/authors/OL7523472A/Ty_Franck).    The first and last name are taken from Abraham's and Franck's middle names, respectively, and S.A. are the initials of Abraham's daughter.","11112303","/authors/OL6982995A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Graham, Benjamin;Zweig, Jason",null,null,null,null,"14429138","/authors/OL8101186A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"David Thomas",null,null,null,null,null,"/authors/OL36621A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Roald Dahl","13 September 1916","23 November 1990",null,"Roald Dahl was a British novelist, short story writer, and screenwriter.    Born in north Cardiff, Wales, to Norwegian parents, Dahl served in the Royal Air Force during the Second World War, in which he became a flying ace and intelligence agent. He rose to prominence in the 1940s with works for both children and adults, and became one of the world's bestselling authors. His short stories are known for their unexpected endings, and his children's books for their unsentimental, often very dark humour. ([Source][1].)        [1]: http://en.wikipedia.org/wiki/Roald_Dahl","9395323","/authors/OL34184A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
